timestamp_ms,ax,ay,az,label
2734856,-0.00415,-0.060303,1.034912,supine
2734877,-0.000488,-0.067383,1.0271,supine
2734898,0.000244,-0.064697,1.036377,supine
2734919,-0.005127,-0.059814,1.031982,supine
2734940,-0.001221,-0.0625,1.032227,supine
2734961,-0.005859,-0.061279,1.035156,supine
2734982,-0.009277,-0.05957,1.023438,supine
2735003,-0.009521,-0.062256,1.035156,supine
2735024,-0.000488,-0.065186,1.041504,supine
2735045,-0.000977,-0.060303,1.027344,supine
2735066,0.00415,-0.063477,1.03125,supine
2735087,-0.001953,-0.06543,1.040771,supine
2735108,-0.005371,-0.060791,1.029053,supine
2735129,-0.004639,-0.060059,1.03418,supine
2735150,-0.01001,-0.059082,1.031006,supine
2735171,-0.006104,-0.068604,1.026367,supine
2735192,-0.004395,-0.064697,1.030029,supine
2735213,-0.003418,-0.0625,1.031738,supine
2735234,-0.000488,-0.06543,1.037842,supine
2735255,0.00415,-0.064209,1.040771,supine
2735276,0.003662,-0.063477,1.037842,supine
2735297,-0.00708,-0.058838,1.031494,supine
2735318,-0.006836,-0.059082,1.031738,supine
2735339,-0.006836,-0.062012,1.028564,supine
2735360,-0.003174,-0.064453,1.032959,supine
2735381,0.001953,-0.060547,1.033936,supine
2735402,-0.00293,-0.062744,1.036377,supine
2735423,0.000977,-0.058838,1.027344,supine
2735444,-0.002197,-0.062744,1.027588,supine
2735465,-0.00293,-0.063721,1.038574,supine
2735486,-0.00293,-0.063721,1.030273,supine
2735507,-0.001465,-0.062012,1.03418,supine
2735528,-0.001465,-0.061035,1.031494,supine
2735549,0.00293,-0.05957,1.033203,supine
2735570,-0.003174,-0.064453,1.037109,supine
2735591,0.000732,-0.061523,1.035889,supine
2735612,0.000732,-0.064697,1.036377,supine
2735633,-0.00415,-0.063965,1.031982,supine
2735654,-0.000488,-0.063965,1.032959,supine
2735675,0.000732,-0.062744,1.036377,supine
2735696,-0.009033,-0.060303,1.030029,supine
2735717,-0.010498,-0.061523,1.035889,supine
2735738,-0.00708,-0.063965,1.030762,supine
2735759,-0.006592,-0.060303,1.029297,supine
2735780,-0.001221,-0.063965,1.035156,supine
2735801,-0.000488,-0.06543,1.032227,supine
2735822,-0.002686,-0.061279,1.03125,supine
2735843,0.000732,-0.060303,1.034668,supine
2735864,0.0,-0.063721,1.030518,supine
2735885,-0.006836,-0.066406,1.040039,supine
2735906,-0.011963,-0.062012,1.032471,supine
2735927,-0.002197,-0.058594,1.03833,supine
2735948,-0.004639,-0.057617,1.026123,supine
2735969,-0.002197,-0.060059,1.03125,supine
2735990,-0.001709,-0.062744,1.034424,supine
2736011,-0.002686,-0.068359,1.0354,supine
2736032,0.002686,-0.061035,1.032715,supine
2736053,-0.004883,-0.062012,1.03125,supine
2736074,-0.002197,-0.064453,1.039795,supine
2736095,-0.001953,-0.062988,1.037354,supine
2736116,-0.007324,-0.058594,1.028076,supine
2736137,-0.007813,-0.058594,1.03833,supine
2736158,-0.003906,-0.068604,1.034912,supine
2736179,-0.00293,-0.06665,1.033936,supine
2736200,-0.003906,-0.059082,1.024902,supine
2736221,-0.001465,-0.061035,1.031982,supine
2736242,0.001221,-0.060547,1.032471,supine
2736263,-0.000488,-0.061523,1.030273,supine
2736284,0.0,-0.062012,1.035645,supine
2736305,-0.003662,-0.064453,1.028076,supine
2736326,-0.003906,-0.063965,1.036133,supine
2736347,-0.006348,-0.060303,1.033936,supine
2736368,-0.00293,-0.065918,1.031494,supine
2736394,-0.006348,-0.064941,1.035889,supine
2736415,-0.001465,-0.065186,1.033691,supine
2736436,-0.000977,-0.062012,1.038086,supine
2736457,0.000732,-0.060303,1.035645,supine
2736478,0.000488,-0.061768,1.032471,supine
2736499,-0.001221,-0.057617,1.03125,supine
2736520,-0.009766,-0.059326,1.037354,supine
2736541,-0.005615,-0.061768,1.032715,supine
2736562,0.00293,-0.060303,1.036621,supine
2736583,-0.001709,-0.061035,1.031738,supine
2736604,-0.005859,-0.0625,1.02832,supine
2736625,-0.009766,-0.062012,1.033203,supine
2736646,-0.005859,-0.056641,1.03125,supine
2736667,0.00293,-0.06665,1.034424,supine
2736688,0.000488,-0.065674,1.032227,supine
2736709,-0.001709,-0.061768,1.022949,supine
2736730,-0.007324,-0.061768,1.031738,supine
2736751,0.000488,-0.062744,1.030518,supine
2736772,-0.001465,-0.062256,1.026855,supine
2736793,-0.00708,-0.05957,1.033691,supine
2736814,-0.001465,-0.060059,1.03125,supine
2736835,-0.002686,-0.060059,1.031494,supine
2736856,-0.004639,-0.064453,1.030762,supine
2736877,-0.001709,-0.063965,1.034424,supine
2736898,-0.004395,-0.063965,1.033203,supine
2736919,-0.002686,-0.060791,1.030762,supine
2736940,-0.011963,-0.063965,1.036377,supine
2736961,-0.005127,-0.063965,1.030762,supine
2736982,0.003418,-0.062256,1.0271,supine
2737003,0.0,-0.062744,1.037354,supine
2737024,-0.001709,-0.065186,1.031006,supine
2737045,-0.00708,-0.061035,1.033936,supine
2737066,-0.00293,-0.063965,1.030762,supine
2737087,-0.000977,-0.062988,1.028076,supine
2737108,-0.005127,-0.0625,1.032471,supine
2737129,0.0,-0.061523,1.030762,supine
2737150,0.001221,-0.061035,1.033936,supine
2737171,-0.007813,-0.05957,1.032227,supine
2737192,-0.008545,-0.060791,1.037598,supine
2737213,-0.005371,-0.067139,1.032227,supine
2737234,-0.001465,-0.059814,1.03418,supine
2737255,0.005127,-0.061035,1.032471,supine
2737276,-0.001953,-0.058594,1.031982,supine
2737297,-0.004639,-0.066895,1.037109,supine
2737318,0.002197,-0.064697,1.032471,supine
2737339,-0.003174,-0.061768,1.037109,supine
2737360,-0.004883,-0.061035,1.031738,supine
2737381,0.000244,-0.063721,1.035645,supine
2737402,-0.007813,-0.062988,1.032715,supine
2737423,-0.013672,-0.062744,1.030518,supine
2737444,-0.004883,-0.058594,1.037109,supine
2737465,0.002441,-0.061035,1.031982,supine
2737486,0.008301,-0.061523,1.026611,supine
2737507,0.007324,-0.0625,1.034668,supine
2737528,0.00415,-0.067871,1.040283,supine
2737549,-0.004395,-0.05957,1.041016,supine
2737570,-0.016357,-0.055908,1.029785,supine
2737591,-0.011475,-0.063477,1.029297,supine
2737612,-0.004883,-0.063232,1.025635,supine
2737633,0.004883,-0.061523,1.030029,supine
2737654,0.003418,-0.056396,1.037842,supine
2737675,0.002197,-0.061523,1.0354,supine
2737696,-0.001953,-0.061279,1.030518,supine
2737717,-0.004395,-0.056152,1.031006,supine
2737738,-0.005615,-0.05957,1.034668,supine
2737759,-0.003418,-0.064697,1.033691,supine
2737780,0.0,-0.062744,1.03833,supine
2737801,-0.001953,-0.059814,1.035645,supine
2737822,-0.011475,-0.059814,1.037109,supine
2737843,-0.005615,-0.061035,1.032715,supine
2737864,-0.005127,-0.064453,1.037354,supine
2737885,0.001953,-0.060791,1.028564,supine
2737906,-0.002197,-0.064941,1.032471,supine
2737927,-0.00293,-0.061523,1.026611,supine
2737948,-0.000732,-0.068359,1.031494,supine
2737969,-0.003174,-0.058594,1.037598,supine
2737990,-0.004395,-0.061035,1.035156,supine
2738011,-0.003418,-0.063721,1.036133,supine
2738032,-0.006348,-0.063232,1.027832,supine
2738053,-0.005615,-0.063232,1.029297,supine
2738074,0.005127,-0.05957,1.037598,supine
2738095,0.001709,-0.057129,1.029297,supine
2738116,-0.005859,-0.0625,1.029297,supine
2738137,-0.002441,-0.062988,1.032959,supine
2738158,-0.003906,-0.0625,1.038086,supine
2738179,-0.002441,-0.059326,1.037109,supine
2738200,-0.003906,-0.063232,1.038818,supine
2738221,-0.000732,-0.0625,1.03125,supine
2738242,-0.000977,-0.057373,1.033936,supine
2738263,-0.002686,-0.05957,1.034912,supine
2738284,-0.005127,-0.064453,1.028076,supine
2738305,-0.002197,-0.06665,1.033936,supine
2738326,-0.001221,-0.065674,1.032959,supine
2738347,0.000488,-0.05835,1.032471,supine
2738368,-0.003906,-0.059082,1.035889,supine
2738389,-0.000488,-0.061768,1.034912,supine
2738415,0.003174,-0.0625,1.031738,supine
2738436,-0.005859,-0.056641,1.025635,supine
2738457,-0.004883,-0.064941,1.029785,supine
2738478,-0.005371,-0.069824,1.034668,supine
2738499,-0.009277,-0.064697,1.028564,supine
2738520,-0.010986,-0.059326,1.037842,supine
2738541,-0.006592,-0.060303,1.032959,supine
2738562,0.002197,-0.060059,1.039551,supine
2738583,0.001221,-0.061035,1.031494,supine
2738604,-0.000488,-0.062988,1.037354,supine
2738625,-0.004639,-0.061523,1.034912,supine
2738646,-0.008057,-0.060303,1.029053,supine
2738667,-0.000732,-0.064209,1.033691,supine
2738688,-0.000488,-0.066895,1.033447,supine
2738709,-0.008789,-0.061523,1.027832,supine
2738730,-0.008057,-0.057861,1.0354,supine
2738751,-0.000732,-0.060791,1.033203,supine
2738772,0.001709,-0.063232,1.036865,supine
2738793,-0.000488,-0.063721,1.029297,supine
2738814,-0.013184,-0.060059,1.037354,supine
2738835,-0.012451,-0.060791,1.037598,supine
2738856,-0.006836,-0.0625,1.037109,supine
2738877,-0.001465,-0.062256,1.032471,supine
2738898,0.003662,-0.065186,1.03418,supine
2738919,-0.000244,-0.059326,1.034912,supine
2738940,0.000488,-0.061279,1.031006,supine
2738961,-0.007324,-0.064209,1.03418,supine
2738982,-0.010986,-0.0625,1.040283,supine
2739003,-0.010742,-0.06665,1.032471,supine
2739024,-0.00415,-0.059326,1.030029,supine
2739045,-0.000977,-0.05957,1.036621,supine
2739066,-0.000488,-0.059326,1.031494,supine
2739087,-0.000977,-0.059814,1.028564,supine
2739108,-0.00415,-0.062744,1.034912,supine
2739129,-0.002686,-0.059814,1.030518,supine
2739150,0.000732,-0.065674,1.033691,supine
2739171,-0.002197,-0.061523,1.029541,supine
2739192,-0.003662,-0.061279,1.028076,supine
2739213,-0.004639,-0.061523,1.026367,supine
2739234,-0.004883,-0.062256,1.034424,supine
2739255,-0.002197,-0.059814,1.031006,supine
2739276,-0.00415,-0.057861,1.039551,supine
2739297,-0.000977,-0.061523,1.036377,supine
2739318,-0.00415,-0.065674,1.028809,supine
2739339,-0.000977,-0.063477,1.021973,supine
2739360,-0.005127,-0.059082,1.031982,supine
2739381,-0.001709,-0.06543,1.038086,supine
2739402,-0.001709,-0.064453,1.036377,supine
2739423,-0.000732,-0.063477,1.029053,supine
2739444,0.0,-0.056152,1.028076,supine
2739465,-0.003662,-0.059326,1.033936,supine
2739486,-0.001221,-0.061768,1.0271,supine
2739507,-0.001953,-0.0625,1.035156,supine
2739528,-0.005127,-0.060547,1.03833,supine
2739549,-0.00415,-0.062256,1.028564,supine
2739570,-0.002197,-0.062988,1.031494,supine
2739591,0.00293,-0.0625,1.032715,supine
2739612,0.000977,-0.063232,1.031006,supine
2739633,-0.004639,-0.064453,1.034912,supine
2739654,-0.008545,-0.058105,1.031738,supine
2739675,-0.01001,-0.058105,1.032471,supine
2739696,-0.009277,-0.064209,1.0271,supine
2739717,-0.002686,-0.067627,1.033691,supine
2739738,-0.003174,-0.065186,1.026611,supine
2739759,0.000977,-0.065918,1.036133,supine
2739780,-0.000732,-0.061279,1.037842,supine
2739801,-0.002197,-0.064941,1.032959,supine
2739822,-0.004639,-0.062012,1.031738,supine
2739843,-0.003906,-0.05957,1.031738,supine
2739864,-0.00415,-0.063232,1.035156,supine
2739885,-0.002686,-0.063477,1.037598,supine
2739906,-0.001953,-0.062744,1.036621,supine
2739927,-0.001709,-0.061768,1.032227,supine
2739948,-0.004639,-0.0625,1.0354,supine
2739969,0.001953,-0.0625,1.039307,supine
2739990,0.00293,-0.062012,1.0354,supine
2740011,-0.006104,-0.058594,1.033447,supine
2740032,-0.010254,-0.0625,1.032715,supine
2740053,-0.007324,-0.064453,1.030762,supine
2740074,-0.008057,-0.0625,1.033203,supine
2740095,-0.000488,-0.064209,1.029053,supine
2740116,0.003662,-0.061768,1.034912,supine
2740137,0.000732,-0.060791,1.03125,supine
2740158,-0.004639,-0.060547,1.035889,supine
2740179,-0.002197,-0.060303,1.03125,supine
2740200,-0.003418,-0.064209,1.037598,supine
2740221,-0.002441,-0.062744,1.030273,supine
2740242,-0.002441,-0.0625,1.029785,supine
2740263,-0.004395,-0.062256,1.027588,supine
2740284,-0.003906,-0.063232,1.033691,supine
2740305,-0.003662,-0.060059,1.036621,supine
2740326,-0.008789,-0.062988,1.037842,supine
2740347,-0.002686,-0.058594,1.036377,supine
2740368,0.003662,-0.059082,1.035889,supine
2740389,-0.004395,-0.064941,1.029053,supine
2740410,-0.000977,-0.063232,1.036133,supine
2740436,0.001221,-0.056885,1.0271,supine
2740457,-0.006348,-0.063965,1.03125,supine
2740478,-0.006592,-0.064941,1.029541,supine
2740499,0.000488,-0.063721,1.026123,supine
2740520,-0.00293,-0.057129,1.035156,supine
2740541,-0.003174,-0.063721,1.031494,supine
2740562,-0.005127,-0.067871,1.028076,supine
2740583,-0.001953,-0.061035,1.032471,supine
2740604,-0.005371,-0.059082,1.033447,supine
2740625,-0.004639,-0.063232,1.034912,supine
2740646,0.000732,-0.064209,1.04126,supine
2740667,-0.001709,-0.056152,1.031982,supine
2740688,-0.003662,-0.061768,1.030029,supine
2740709,-0.008301,-0.064697,1.031738,supine
2740730,-0.006348,-0.063232,1.027832,supine
2740751,-0.011719,-0.05957,1.035645,supine
2740772,-0.004883,-0.062012,1.031982,supine
2740793,0.005127,-0.061523,1.031982,supine
2740814,0.001465,-0.060547,1.040527,supine
2740835,-0.002441,-0.060791,1.033447,supine
2740856,-0.006348,-0.061768,1.020752,supine
2740877,-0.004639,-0.060059,1.032227,supine
2740898,-0.007324,-0.057373,1.030762,supine
2740919,-0.007813,-0.064453,1.028809,supine
2740940,-0.00293,-0.0625,1.034912,supine
2740961,-0.000977,-0.060059,1.034668,supine
2740982,-0.001221,-0.062012,1.033936,supine
2741003,0.000488,-0.063965,1.039551,supine
2741024,-0.000488,-0.064941,1.040771,supine
2741045,-0.010742,-0.057373,1.0354,supine
2741066,-0.007813,-0.059082,1.029297,supine
2741087,-0.005615,-0.059814,1.032715,supine
2741108,-0.003906,-0.067627,1.033203,supine
2741129,0.001709,-0.063721,1.033936,supine
2741150,-0.00293,-0.059814,1.033936,supine
2741171,-0.009033,-0.061523,1.037354,supine
2741192,-0.001953,-0.062012,1.036133,supine
2741213,0.000488,-0.063721,1.034424,supine
2741234,-0.003174,-0.062744,1.032715,supine
2741255,-0.002197,-0.064209,1.03418,supine
2741276,-0.004883,-0.05957,1.030273,supine
2741297,-0.007324,-0.062988,1.036865,supine
2741318,-0.00415,-0.060303,1.038574,supine
2741339,-0.000732,-0.061768,1.03125,supine
2741360,0.003174,-0.063477,1.037109,supine
2741381,-0.00415,-0.061035,1.032959,supine
2741402,-0.003906,-0.067139,1.027588,supine
2741423,-0.006836,-0.060547,1.033691,supine
2741444,-0.004395,-0.061035,1.031494,supine
2741465,0.001465,-0.06543,1.030029,supine
2741486,-0.005127,-0.061035,1.033447,supine
2741507,-0.004395,-0.064453,1.035889,supine
2741528,0.000488,-0.065674,1.033936,supine
2741549,-0.000732,-0.060791,1.036865,supine
2741570,0.004639,-0.064941,1.033691,supine
2741591,-0.003906,-0.061768,1.041504,supine
2741612,-0.008545,-0.058838,1.0271,supine
2741633,-0.000488,-0.059082,1.035156,supine
2741654,-0.002441,-0.057861,1.034668,supine
2741675,-0.009521,-0.06543,1.0271,supine
2741696,-0.007324,-0.059814,1.03125,supine
2741717,0.001221,-0.062012,1.034668,supine
2741738,0.003174,-0.061279,1.029785,supine
2741759,0.003418,-0.063477,1.037354,supine
2741780,-0.008057,-0.066406,1.041504,supine
2741801,-0.005859,-0.064209,1.026123,supine
2741822,-0.006104,-0.061768,1.032471,supine
2741843,-0.00293,-0.062744,1.034424,supine
2741864,-0.006348,-0.063477,1.0354,supine
2741885,-0.006348,-0.063232,1.028564,supine
2741906,-0.01001,-0.059326,1.033936,supine
2741927,-0.001221,-0.059326,1.032959,supine
2741948,0.004395,-0.062012,1.033691,supine
2741969,0.000488,-0.063477,1.031982,supine
2741990,-0.003662,-0.06665,1.03418,supine
2742011,-0.012207,-0.0625,1.035645,supine
2742032,-0.00708,-0.064941,1.033447,supine
2742053,-0.003418,-0.058594,1.038574,supine
2742074,0.000488,-0.060547,1.0271,supine
2742095,-0.001709,-0.063721,1.029297,supine
2742116,-0.001709,-0.061035,1.033447,supine
2742137,-0.001221,-0.0625,1.033447,supine
2742158,-0.004639,-0.061279,1.037598,supine
2742179,-0.004395,-0.060791,1.028564,supine
2742200,-0.005371,-0.060547,1.028809,supine
2742221,-0.001953,-0.062012,1.031494,supine
2742242,-0.001221,-0.063721,1.036133,supine
2742263,-0.001465,-0.065674,1.03833,supine
2742284,-0.00293,-0.063232,1.027832,supine
2742305,-0.008545,-0.058594,1.036865,supine
2742326,-0.003906,-0.060791,1.037354,supine
2742347,-0.005615,-0.062744,1.03418,supine
2742368,-0.000732,-0.062012,1.029053,supine
2742389,-0.001709,-0.059082,1.036621,supine
2742410,-0.00708,-0.061523,1.027832,supine
2742431,-0.001709,-0.063965,1.026367,supine
2742457,-0.001465,-0.063721,1.030518,supine
2742478,0.001465,-0.060791,1.030518,supine
2742499,0.000977,-0.062012,1.035156,supine
2742520,-0.003174,-0.067627,1.030518,supine
2742541,-0.001221,-0.062744,1.029297,supine
2742562,-0.009521,-0.061279,1.034424,supine
2742583,0.001953,-0.062012,1.031982,supine
2742604,-0.004395,-0.063232,1.041748,supine
2742625,-0.001709,-0.061035,1.033203,supine
2742646,-0.003418,-0.060547,1.027588,supine
2742667,-0.005127,-0.062012,1.035645,supine
2742688,-0.005859,-0.066162,1.030029,supine
2742709,0.0,-0.061035,1.032227,supine
2742730,-0.003174,-0.05835,1.028564,supine
2742751,-0.000732,-0.063721,1.032715,supine
2742772,-0.003418,-0.062988,1.032715,supine
2742793,-0.013428,-0.06543,1.030273,supine
2742814,-0.010254,-0.059814,1.035889,supine
2742835,-0.000244,-0.059326,1.031494,supine
2742856,0.002197,-0.061279,1.039795,supine
2742877,0.0,-0.060303,1.034912,supine
2742898,-0.002441,-0.063965,1.036621,supine
2742919,-0.001221,-0.066406,1.037598,supine
2742940,-0.009766,-0.061279,1.03418,supine
2742961,-0.008057,-0.062012,1.032715,supine
2742982,-0.003662,-0.065186,1.036621,supine
2743003,-0.002197,-0.062988,1.035156,supine
2743024,-0.005127,-0.059326,1.036621,supine
2743045,-0.005615,-0.061768,1.04126,supine
2743066,0.000732,-0.062744,1.034424,supine
2743087,0.001953,-0.063965,1.030029,supine
2743108,-0.007324,-0.058105,1.033203,supine
2743129,-0.002197,-0.060791,1.030273,supine
2743150,0.000977,-0.062012,1.030762,supine
2743171,0.000732,-0.060059,1.037354,supine
2743192,0.000977,-0.060791,1.029541,supine
2743213,-0.006836,-0.065918,1.028809,supine
2743234,-0.005615,-0.061279,1.039551,supine
2743255,0.0,-0.058594,1.034912,supine
2743276,-0.002197,-0.060059,1.031982,supine
2743297,-0.001709,-0.058838,1.03418,supine
2743318,-0.006836,-0.060059,1.027832,supine
2743339,-0.003418,-0.061768,1.029785,supine
2743360,-0.002441,-0.0625,1.035889,supine
2743381,-0.001953,-0.062256,1.032959,supine
2743402,-0.000244,-0.060547,1.032959,supine
2743423,-0.00293,-0.062012,1.03418,supine
2743444,-0.001465,-0.062988,1.031494,supine
2743465,-0.001465,-0.059326,1.031494,supine
2743486,0.000244,-0.062012,1.032959,supine
2743507,-0.002197,-0.0625,1.03418,supine
2743528,-0.003662,-0.062256,1.036133,supine
2743549,-0.008301,-0.064453,1.029053,supine
2743570,-0.005127,-0.062012,1.033447,supine
2743591,0.001709,-0.065674,1.031982,supine
2743612,-0.000977,-0.062256,1.033936,supine
2743633,-0.00293,-0.062744,1.031982,supine
2743654,-0.003418,-0.059082,1.030273,supine
2743675,-0.001709,-0.059326,1.031494,supine
2743696,0.001953,-0.061768,1.029297,supine
2743717,-0.005859,-0.0625,1.030029,supine
2743738,-0.002441,-0.063477,1.037354,supine
2743759,-0.005859,-0.060059,1.029785,supine
2743780,-0.004395,-0.062012,1.03125,supine
2743801,-0.010986,-0.05957,1.031494,supine
2743822,0.000732,-0.062256,1.032227,supine
2743843,0.003174,-0.067139,1.031738,supine
2743864,-0.001221,-0.062012,1.026855,supine
2743885,-0.008789,-0.060303,1.026611,supine
2743906,-0.007813,-0.063477,1.032715,supine
2743927,-0.000488,-0.067139,1.038574,supine
2743948,-0.003906,-0.060547,1.029541,supine
2743969,0.008301,-0.060059,1.026611,supine
2743990,0.00293,-0.061035,1.046387,supine
2744011,-0.012451,-0.063965,1.024658,supine
2744032,-0.009766,-0.057617,1.027832,supine
2744053,-0.003418,-0.053467,1.036133,supine
2744074,-0.001221,-0.062012,1.038086,supine
2744095,0.006104,-0.061768,1.033936,supine
2744116,0.001709,-0.057373,1.038086,supine
2744137,-0.00293,-0.05835,1.033447,supine
2744158,-0.003906,-0.058105,1.033447,supine
2744179,-0.009033,-0.067383,1.029785,supine
2744200,-0.009033,-0.060791,1.022949,supine
2744221,-0.003662,-0.060791,1.032471,supine
2744242,-0.001465,-0.05957,1.0354,supine
2744263,0.004883,-0.062012,1.039063,supine
2744284,-0.000488,-0.063232,1.042725,supine
2744305,-0.00708,-0.061523,1.031494,supine
2744326,-0.009277,-0.062256,1.036377,supine
2744347,-0.004639,-0.058594,1.030518,supine
2744368,0.001221,-0.060303,1.041504,supine
2744389,0.0,-0.0625,1.039307,supine
2744410,-0.002197,-0.059082,1.0354,supine
2744431,-0.010254,-0.061768,1.036377,supine
2744452,-0.009277,-0.057373,1.025391,supine
2744478,0.003662,-0.062012,1.02832,supine
2744499,0.005371,-0.063232,1.039307,supine
2744520,0.0,-0.061768,1.036865,supine
2744541,-0.00415,-0.058838,1.029541,supine
2744562,-0.004395,-0.058594,1.029297,supine
2744583,-0.003662,-0.060303,1.029053,supine
2744604,0.001709,-0.05835,1.036133,supine
2744625,0.001465,-0.061768,1.030762,supine
2744646,-0.004639,-0.060059,1.038574,supine
2744667,-0.001221,-0.05957,1.031738,supine
2744688,-0.004395,-0.058594,1.037598,supine
2744709,-0.006592,-0.064453,1.035645,supine
2744730,-0.000977,-0.061523,1.03418,supine
2744751,-0.004395,-0.05957,1.036621,supine
2744772,-0.005615,-0.061768,1.038086,supine
2744793,-0.001465,-0.064697,1.036133,supine
2744814,-0.005127,-0.057617,1.030273,supine
2744835,-0.003662,-0.059814,1.037842,supine
2744856,-0.00708,-0.062744,1.039795,supine
2744877,-0.005859,-0.066406,1.032227,supine
2744898,-0.006104,-0.065674,1.032715,supine
2744919,-0.000977,-0.062012,1.029541,supine
2744940,-0.003174,-0.063965,1.03418,supine
2744961,-0.000488,-0.05835,1.029541,supine
2744982,-0.003662,-0.060303,1.036377,supine
2745003,-0.010254,-0.058838,1.031982,supine
2745024,-0.00708,-0.06543,1.034424,supine
2745045,-0.000244,-0.066162,1.03833,supine
2745066,-0.003418,-0.05835,1.030029,supine
2745087,-0.003662,-0.058594,1.034668,supine
2745108,0.000244,-0.068604,1.032715,supine
2745129,0.002441,-0.063477,1.033203,supine
2745150,-0.004395,-0.055908,1.029541,supine
2745171,-0.003906,-0.064453,1.033691,supine
2745192,-0.006104,-0.061768,1.029541,supine
2745213,-0.009766,-0.063232,1.02832,supine
2745234,-0.007813,-0.061279,1.029785,supine
2745255,-0.00293,-0.061279,1.0354,supine
2745276,0.001221,-0.062256,1.036621,supine
2745297,0.00293,-0.05957,1.032227,supine
2745318,-0.001221,-0.060547,1.034424,supine
2745339,-0.004639,-0.063232,1.030762,supine
2745360,-0.001953,-0.058594,1.034424,supine
2745381,-0.00293,-0.061035,1.030029,supine
2745402,-0.001953,-0.060791,1.033936,supine
2745423,-0.00708,-0.062256,1.033447,supine
2745444,-0.005371,-0.062988,1.03125,supine
2745465,0.002686,-0.062012,1.034912,supine
2745486,0.003662,-0.065186,1.029785,supine
2745507,-0.003662,-0.060303,1.031006,supine
2745528,-0.005371,-0.060303,1.027344,supine
2745549,-0.006592,-0.060791,1.03418,supine
2745570,-0.004395,-0.061035,1.036865,supine
2745591,-0.006592,-0.060303,1.033447,supine
2745612,-0.008545,-0.058838,1.032959,supine
2745633,-0.004395,-0.059326,1.033691,supine
2745654,-0.000488,-0.057373,1.035889,supine
2745675,-0.004639,-0.063477,1.03418,supine
2745696,-0.002686,-0.066895,1.035889,supine
2745717,-0.003906,-0.070801,1.031982,supine
2745738,-0.00415,-0.062012,1.028076,supine
2745759,-0.006104,-0.064453,1.032715,supine
2745780,-0.002686,-0.061768,1.03125,supine
2745801,0.001221,-0.061279,1.032715,supine
2745822,-0.000977,-0.0625,1.030273,supine
2745843,0.0,-0.065918,1.03418,supine
2745864,-0.010498,-0.059082,1.029541,supine
2745885,-0.004395,-0.057861,1.037109,supine
2745906,-0.002686,-0.058838,1.03418,supine
2745927,0.002686,-0.064697,1.029541,supine
2745948,-0.001953,-0.063477,1.029785,supine
2745969,-0.005615,-0.05835,1.036133,supine
2745990,-0.002197,-0.061523,1.036133,supine
2746011,-0.005127,-0.064941,1.042236,supine
2746032,0.001221,-0.066406,1.037109,supine
2746053,0.003906,-0.0625,1.040039,supine
2746074,-0.003906,-0.05957,1.035156,supine
2746095,-0.006104,-0.066406,1.029785,supine
2746116,-0.001221,-0.063232,1.027344,supine
2746137,-0.004639,-0.060303,1.030762,supine
2746158,-0.007813,-0.061035,1.036865,supine
2746179,-0.006836,-0.062988,1.031006,supine
2746200,0.002441,-0.058105,1.031738,supine
2746221,0.00415,-0.05835,1.033936,supine
2746242,-0.000488,-0.063232,1.026611,supine
2746263,-0.008301,-0.0625,1.031982,supine
2746284,-0.006836,-0.058838,1.029785,supine
2746305,-0.00415,-0.060791,1.03418,supine
2746326,-0.003906,-0.064453,1.031006,supine
2746347,-0.003906,-0.06665,1.0271,supine
2746368,-0.00708,-0.060303,1.029785,supine
2746389,0.001709,-0.064453,1.038818,supine
2746410,0.002686,-0.064209,1.034668,supine
2746431,-0.001221,-0.066406,1.030518,supine
2746452,-0.007324,-0.059082,1.03418,supine
2746473,-0.004395,-0.061768,1.030762,supine
2746499,-0.001221,-0.061279,1.03418,supine
2746520,-0.002686,-0.064209,1.036865,supine
2746541,-0.004639,-0.062012,1.033203,supine
2746562,-0.008057,-0.05957,1.038818,supine
2746583,-0.006348,-0.061523,1.033691,supine
2746604,-0.005127,-0.061768,1.035156,supine
2746625,-0.005859,-0.067871,1.036133,supine
2746646,-0.00293,-0.063965,1.034912,supine
2746667,-0.000488,-0.064941,1.023438,supine
2746688,-0.001709,-0.061035,1.028076,supine
2746709,-0.000244,-0.062256,1.029297,supine
2746730,-0.001709,-0.05835,1.037842,supine
2746751,-0.004395,-0.058838,1.035889,supine
2746772,-0.000488,-0.058838,1.03418,supine
2746793,-0.000977,-0.061523,1.035645,supine
2746814,-0.002197,-0.0625,1.037598,supine
2746835,0.001221,-0.0625,1.030273,supine
2746856,-0.00415,-0.060547,1.026367,supine
2746877,-0.00708,-0.05957,1.033203,supine
2746898,-0.006592,-0.061768,1.032959,supine
2746919,-0.004883,-0.057861,1.033447,supine
2746940,-0.004639,-0.05957,1.029053,supine
2746961,0.004883,-0.061279,1.034424,supine
2746982,0.001221,-0.064453,1.03418,supine
2747003,-0.008545,-0.063477,1.034912,supine
2747024,-0.00415,-0.061035,1.03418,supine
2747045,-0.001709,-0.063232,1.036621,supine
2747066,-0.001221,-0.060547,1.027588,supine
2747087,-0.003418,-0.060059,1.033936,supine
2747108,-0.005371,-0.05957,1.030029,supine
2747129,-0.005859,-0.061768,1.031006,supine
2747150,-0.001953,-0.061768,1.028564,supine
2747171,-0.006836,-0.057373,1.030273,supine
2747192,-0.001709,-0.066162,1.03833,supine
2747213,-0.001953,-0.066162,1.037598,supine
